date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:27:17	20834/20834	---M--	200	added ('OK')	application/x-javascript	date:Tue,%2017%20Jan%202023%2023:49:58%20GMT	https://sciencecourseware.org/FlyLabJS/jsv2/Controller.js	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/jsv2/Controller.js	(from https://sciencecourseware.org/FlyLabJS/)
20:27:17	9785/9785	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2016%20Jan%202023%2023:07:21%20GMT	https://sciencecourseware.org/FlyLabJS/jsv2/DesignView.js	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/jsv2/DesignView.js	(from https://sciencecourseware.org/FlyLabJS/)
20:27:17	10147/10147	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2016%20Jan%202023%2023:07:23%20GMT	https://sciencecourseware.org/FlyLabJS/jsv2/MateView.js	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/jsv2/MateView.js	(from https://sciencecourseware.org/FlyLabJS/)
20:27:17	8738/8738	---M--	200	added ('OK')	application/x-javascript	date:Tue,%2017%20Jan%202023%2023:50:04%20GMT	https://sciencecourseware.org/FlyLabJS/jsv2/CrossesView.js	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/jsv2/CrossesView.js	(from https://sciencecourseware.org/FlyLabJS/)
20:27:18	25892/25892	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2016%20Jan%202023%2023:07:19%20GMT	https://sciencecourseware.org/FlyLabJS/jsv2/AnalyzeView.js	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/jsv2/AnalyzeView.js	(from https://sciencecourseware.org/FlyLabJS/)
20:27:18	15870/15870	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2016%20Jan%202023%2023:07:22%20GMT	https://sciencecourseware.org/FlyLabJS/jsv2/LabNotesView.js	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/jsv2/LabNotesView.js	(from https://sciencecourseware.org/FlyLabJS/)
20:27:18	10256/10256	---M--	200	added ('OK')	text/css	date:Tue,%2017%20Jan%202023%2002:50:10%20GMT	https://sciencecourseware.org/FlyLabJS/cssv2/flylabjs.css	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/cssv2/flylabjs.css	(from https://sciencecourseware.org/FlyLabJS/)
20:27:18	1295/1295	---M--	200	added ('OK')	text/css	date:Tue,%2017%20Jan%202023%2002:50:11%20GMT	https://sciencecourseware.org/FlyLabJS/cssv2/dropDown.css	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/cssv2/dropDown.css	(from https://sciencecourseware.org/FlyLabJS/)
20:27:19	1140/1140	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:33:55%20GMT	https://sciencecourseware.org/FlyLabJS/img/logo.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/logo.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:19	27198/27198	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2023:09:39%20GMT	https://sciencecourseware.org/FlyLabJS/supp/intro.html	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/supp/intro.html	(from https://sciencecourseware.org/FlyLabJS/)
20:27:19	12772/12772	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2023:09:38%20GMT	https://sciencecourseware.org/FlyLabJS/supp/abbr.html	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/supp/abbr.html	(from https://sciencecourseware.org/FlyLabJS/)
20:27:19	39296/39296	---M--	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202023%2001:17:48%20GMT	https://sciencecourseware.org/FlyLabJS/supp/help.html	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/supp/help.html	(from https://sciencecourseware.org/FlyLabJS/)
20:27:19	3607/3607	---M--	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202023%2019:47:48%20GMT	https://sciencecourseware.org/FlyLabJS/supp/instructor.html	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/supp/instructor.html	(from https://sciencecourseware.org/FlyLabJS/)
20:27:20	29518/29518	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:04%20GMT	https://sciencecourseware.org/FlyLabJS/img/sex/female.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/sex/female.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:20	29106/29106	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:04%20GMT	https://sciencecourseware.org/FlyLabJS/img/sex/male.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/sex/male.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:20	11762/11762	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:01%20GMT	https://sciencecourseware.org/FlyLabJS/img/bristles/br0.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/bristles/br0.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:20	9937/9937	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:01%20GMT	https://sciencecourseware.org/FlyLabJS/img/bristles/br1.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/bristles/br1.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:20	8507/8507	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:01%20GMT	https://sciencecourseware.org/FlyLabJS/img/bristles/br2.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/bristles/br2.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:21	10467/10467	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:01%20GMT	https://sciencecourseware.org/FlyLabJS/img/bristles/br3.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/bristles/br3.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:21	9962/9962	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:01%20GMT	https://sciencecourseware.org/FlyLabJS/img/bristles/br4.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/bristles/br4.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:21	9755/9755	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:01%20GMT	https://sciencecourseware.org/FlyLabJS/img/bristles/br5.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/bristles/br5.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:21	29518/29518	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:00%20GMT	https://sciencecourseware.org/FlyLabJS/img/ant/ant0.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/ant/ant0.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:22	29903/29903	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:00%20GMT	https://sciencecourseware.org/FlyLabJS/img/ant/ant1.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/ant/ant1.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:22	7050/7050	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:02%20GMT	https://sciencecourseware.org/FlyLabJS/img/ecolor/ec0.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/ecolor/ec0.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:22	7038/7038	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:02%20GMT	https://sciencecourseware.org/FlyLabJS/img/ecolor/ec1.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/ecolor/ec1.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:22	7031/7031	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:02%20GMT	https://sciencecourseware.org/FlyLabJS/img/ecolor/ec2.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/ecolor/ec2.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:23	6794/6794	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:02%20GMT	https://sciencecourseware.org/FlyLabJS/img/ecolor/ec3.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/ecolor/ec3.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:23	7245/7245	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:02%20GMT	https://sciencecourseware.org/FlyLabJS/img/ecolor/ec4.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/ecolor/ec4.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:23	7050/7050	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:03%20GMT	https://sciencecourseware.org/FlyLabJS/img/eshape/es0.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/eshape/es0.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:23	6427/6427	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:03%20GMT	https://sciencecourseware.org/FlyLabJS/img/eshape/es1.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/eshape/es1.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:23	5790/5790	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:03%20GMT	https://sciencecourseware.org/FlyLabJS/img/eshape/es2.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/eshape/es2.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:24	6453/6453	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:03%20GMT	https://sciencecourseware.org/FlyLabJS/img/eshape/es3.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/eshape/es3.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:24	7560/7560	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:03%20GMT	https://sciencecourseware.org/FlyLabJS/img/eshape/es4.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/eshape/es4.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:24	29518/29518	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:06%20GMT	https://sciencecourseware.org/FlyLabJS/img/wsize/wsz0.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/wsize/wsz0.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:24	21915/21915	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:06%20GMT	https://sciencecourseware.org/FlyLabJS/img/wsize/wsz1.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/wsize/wsz1.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:24	25928/25928	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:06%20GMT	https://sciencecourseware.org/FlyLabJS/img/wsize/wsz2.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/wsize/wsz2.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:25	25851/25851	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:06%20GMT	https://sciencecourseware.org/FlyLabJS/img/wsize/wsz3.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/wsize/wsz3.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:25	9976/9976	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:05%20GMT	https://sciencecourseware.org/FlyLabJS/img/wshape/wshp0.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/wshape/wshp0.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:25	10739/10739	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:05%20GMT	https://sciencecourseware.org/FlyLabJS/img/wshape/wshp1.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/wshape/wshp1.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:25	8112/8112	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:05%20GMT	https://sciencecourseware.org/FlyLabJS/img/wshape/wshp2.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/wshape/wshp2.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:26	9176/9176	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:05%20GMT	https://sciencecourseware.org/FlyLabJS/img/wshape/wshp3.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/wshape/wshp3.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:26	9660/9660	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:05%20GMT	https://sciencecourseware.org/FlyLabJS/img/wshape/wshp4.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/wshape/wshp4.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:26	9976/9976	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:06%20GMT	https://sciencecourseware.org/FlyLabJS/img/wvein/wvn0.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/wvein/wvn0.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:26	9731/9731	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:06%20GMT	https://sciencecourseware.org/FlyLabJS/img/wvein/wvn1.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/wvein/wvn1.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:27	9360/9360	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:07%20GMT	https://sciencecourseware.org/FlyLabJS/img/wvein/wvn2.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/wvein/wvn2.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:27	29518/29518	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:04%20GMT	https://sciencecourseware.org/FlyLabJS/img/wangle/wang0.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/wangle/wang0.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:27	31535/31535	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:04%20GMT	https://sciencecourseware.org/FlyLabJS/img/wangle/wang1.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/wangle/wang1.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:27	20033/20033	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:00%20GMT	https://sciencecourseware.org/FlyLabJS/img/bcolor/bc0.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/bcolor/bc0.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:27	16725/16725	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:00%20GMT	https://sciencecourseware.org/FlyLabJS/img/bcolor/bc1.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/bcolor/bc1.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:28	18193/18193	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:00%20GMT	https://sciencecourseware.org/FlyLabJS/img/bcolor/bc2.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/bcolor/bc2.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:28	17240/17240	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:00%20GMT	https://sciencecourseware.org/FlyLabJS/img/bcolor/bc3.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/bcolor/bc3.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:28	20342/20342	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:01%20GMT	https://sciencecourseware.org/FlyLabJS/img/bcolor/bc4.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/bcolor/bc4.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:28	18333/18333	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:34:01%20GMT	https://sciencecourseware.org/FlyLabJS/img/bcolor/bc5.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/bcolor/bc5.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:29	289/289	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:33:55%20GMT	https://sciencecourseware.org/FlyLabJS/img/magnify.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/magnify.png	(from https://sciencecourseware.org/FlyLabJS/)
20:27:31	40938/40938	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:33:55%20GMT	https://sciencecourseware.org/FlyLabJS/img/femaleFlyGrey.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/femaleFlyGrey.png	(from https://sciencecourseware.org/FlyLabJS/jsv2/MateView.js)
20:27:31	40593/40593	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:33:55%20GMT	https://sciencecourseware.org/FlyLabJS/img/maleFlyGrey.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/maleFlyGrey.png	(from https://sciencecourseware.org/FlyLabJS/jsv2/MateView.js)
20:27:31	679/679	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2021:33:54%20GMT	https://sciencecourseware.org/FlyLabJS/img/check.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/img/check.png	(from https://sciencecourseware.org/FlyLabJS/jsv2/CrossesView.js)
20:27:32	315/315	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20May%202024%2003:27:32%20GMT	https://sciencecourseware.org/FlyLabJS/POST	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/POST	(from https://sciencecourseware.org/FlyLabJS/jsv2/LabNotesView.js)
20:27:32	1/1	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20May%202024%2003:27:32%20GMT	https://sciencecourseware.org/FlyLabJS/flies/createFlyPng.php	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/flies/createFlyPng.html	(from https://sciencecourseware.org/FlyLabJS/jsv2/LabNotesView.js)
20:27:33	19/19	---MC-	200	added ('OK')	text/plain	date:Fri,%2010%20May%202024%2003:27:33%20GMT	https://sciencecourseware.org/FlyLabJS/exportNotes2.php	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/exportNotes2.php	(from https://sciencecourseware.org/FlyLabJS/jsv2/LabNotesView.js)
20:27:33	3137/3137	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03f1b-c41%22	https://cdnjs.cloudflare.com/ajax/libs/mathjax/2.7.5/latest.js?config=TeX-MML-AM_CHTML	Z:/Users/matthewyang/Downloads/FlyLab%20JS/cdnjs.cloudflare.com/ajax/libs/mathjax/2.7.5/latestb198.js	(from https://sciencecourseware.org/FlyLabJS/supp/intro.html)
20:27:33	2477/2477	---M--	200	added ('OK')	application/x-javascript	date:Tue,%2017%20Jan%202023%2019:45:26%20GMT	https://sciencecourseware.org/FlyLabJS/supp/supportDocs.js	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/supp/supportDocs.js	(from https://sciencecourseware.org/FlyLabJS/supp/intro.html)
20:27:34	4665/4665	---M--	200	added ('OK')	text/css	date:Tue,%2017%20Jan%202023%2002:42:36%20GMT	https://sciencecourseware.org/FlyLabJS/supp/supportDocs.css	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/supp/supportDocs.css	(from https://sciencecourseware.org/FlyLabJS/supp/intro.html)
20:27:34	1140/1140	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Jan%202023%2023:09:39%20GMT	https://sciencecourseware.org/FlyLabJS/supp/logo.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/supp/logo.png	(from https://sciencecourseware.org/FlyLabJS/supp/intro.html)
20:27:34	39911/39911	---M--	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2023:07:31%20GMT	https://sciencecourseware.org/FlyLabJS/index.html	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/index-2.html	(from https://sciencecourseware.org/FlyLabJS/supp/intro.html)
20:27:35	122516/122516	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Jan%202023%2023:09:40%20GMT	https://sciencecourseware.org/FlyLabJS/supp/overview.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/supp/overview.png	(from https://sciencecourseware.org/FlyLabJS/supp/help.html)
20:27:35	147409/147409	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Jan%202023%2023:09:38%20GMT	https://sciencecourseware.org/FlyLabJS/supp/design.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/supp/design.png	(from https://sciencecourseware.org/FlyLabJS/supp/help.html)
20:27:35	102569/102569	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Jan%202023%2023:09:40%20GMT	https://sciencecourseware.org/FlyLabJS/supp/magnify.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/supp/magnify.png	(from https://sciencecourseware.org/FlyLabJS/supp/help.html)
20:27:35	113543/113543	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Jan%202023%2023:09:40%20GMT	https://sciencecourseware.org/FlyLabJS/supp/mate.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/supp/mate.png	(from https://sciencecourseware.org/FlyLabJS/supp/help.html)
20:27:35	116966/116966	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Jan%202023%2023:09:38%20GMT	https://sciencecourseware.org/FlyLabJS/supp/crosses.png	Z:/Users/matthewyang/Downloads/FlyLab%20JS/sciencecourseware.org/FlyLabJS/supp/crosses.png	(from https://sciencecourseware.org/FlyLabJS/supp/help.html)
